gid,role,role_score,cluster_id,priority_score,evidence,in_deg,out_deg,in_kzt,out_kzt,pagerank,pass_through,depth,is_seed,truncated_by_depth
100000000343175100,,0.0,-1,0.0,,8,31,178712.0,4000039.0,0.0007166946382018719,22.382598818210305,0,True,False
100000000456947100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0,,0,True,False
100000000580561100,,0.0,-1,0.0,,2,3,27980.0,1488077.0,0.0008384348345170698,53.183595425303785,0,True,False
100000001415126100,,0.0,-1,0.0,,1,0,27000.0,0.0,0.00041140900981635563,0.0,0,True,False
100000001429930100,,0.0,-1,0.0,,1,0,26000.0,0.0,0.00035234645645923095,0.0,0,True,False
100000001616816100,,0.0,-1,0.0,,5,3,176195.0,181326.0,0.0024461862547303505,1.0291211441868384,0,True,False
100000001732159100,,0.0,-1,0.0,,2,4,2378100.0,1505966.0,0.0010993974323755234,0.633264370716118,0,True,False
100000002527114100,,0.0,-1,0.0,,3,111,129000.0,3289249.0,0.0008146179725184568,25.49805426356589,0,True,False
100000002916006100,,0.0,-1,0.0,,0,1,0.0,32000.0,0.00028684885067513784,,0,True,False
100000003016635100,,0.0,-1,0.0,,8,73,586981.0,9414081.0,0.0011952566810188175,16.038135817002594,0,True,False
100000003200071100,,0.0,-1,0.0,,0,1,0.0,30000.0,0.00028684885067513784,,0,True,False
100000003265658100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0,,0,True,False
100000003349739100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0,,0,True,False
100000003684369100,,0.0,-1,0.0,,24,62,3848436.0,8588655.0,0.0020288699638522645,2.2317260830113845,0,True,False
100000003770083100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0,,0,True,False
100000003975102100,,0.0,-1,0.0,,1,2,25650.0,88500.0,0.00034699252992357845,3.4502923976608186,0,True,False
100000003977183100,,0.0,-1,0.0,,2,4,123800.0,766000.0,0.0003329322852730705,6.187399030694669,0,True,False
100000004007116100,,0.0,-1,0.0,,3,4,764704.0,148000.0,0.0006304640304726735,0.19353893794200108,0,True,False
100000004019124100,,0.0,-1,0.0,,3,0,193000.0,0.0,0.001207959054622012,0.0,0,True,False
100000004021459100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0,,0,True,False
100000004041163100,,0.0,-1,0.0,,1,2,50000.0,866000.0,0.0020929038577057807,17.32,0,True,False
100000004174835100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0,,0,True,False
100000004193835100,,0.0,-1,0.0,,1,1,47000.0,5000.0,0.0004719965493240662,0.10638297872340426,0,True,False
100000004269433100,,0.0,-1,0.0,,0,1,0.0,1372000.0,0.00028684885067513784,,0,True,False
100000004358004100,,0.0,-1,0.0,,0,11,0.0,980850.0,0.00028684885067513784,,0,True,False
100000004388983100,,0.0,-1,0.0,,0,2,0.0,450816.0,0.00028684885067513784,,0,True,False
100000004714705100,,0.0,-1,0.0,,0,1,0.0,36550.0,0.00028684885067513784,,0,True,False
100000004723755100,,0.0,-1,0.0,,0,1,0.0,95000.0,0.00028684885067513784,,0,True,False
100000004813068100,,0.0,-1,0.0,,0,3,0.0,297000.0,0.00028684885067513784,,0,True,False
100000004971871100,,0.0,-1,0.0,,1,1,25400.0,5650.0,0.0007461346034888532,0.22244094488188976,0,True,False
100000005017150100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0,,0,True,False
100000005087431100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0,,0,True,False
100000005235389100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0,,0,True,False
100000005264990100,,0.0,-1,0.0,,1,2,17070.0,122000.0,0.00036559855128775223,7.147041593438781,0,True,False
100000005370580100,,0.0,-1,0.0,,1,0,24075.0,0.0,0.000347497114492524,0.0,0,True,False
100000005382566100,,0.0,-1,0.0,,7,1,393066.0,50000.0,0.0021219671978348746,0.12720510041570626,0,True,False
100000005386383100,,0.0,-1,0.0,,2,1,37500.0,29000.0,0.000526627532264104,0.7733333333333333,0,True,False
100000005392290100,,0.0,-1,0.0,,0,1,0.0,81465.0,0.00028684885067513784,,0,True,False
100000005395727100,,0.0,-1,0.0,,1,0,17000.0,0.0,0.00037285017574888944,0.0,0,True,False
100000005409680100,,0.0,-1,0.0,,2,0,55060.0,0.0,0.0006362170091600223,0.0,0,True,False
100000005417257100,,0.0,-1,0.0,,0,2,0.0,106000.0,0.00028684885067513784,,0,True,False
100000005454368100,,0.0,-1,0.0,,2,0,48600.0,0.0,0.00039592373535834297,0.0,0,True,False
100000005480435100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0,,0,True,False
100000005485830100,,0.0,-1,0.0,,0,5,0.0,275885.0,0.00028684885067513784,,0,True,False
100000005493505100,,0.0,-1,0.0,,3,0,62020.0,0.0,0.0006201052363006143,0.0,0,True,False
100000005495722100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0,,0,True,False
100000005498992100,,0.0,-1,0.0,,0,16,0.0,2262868.0,0.00028684885067513784,,0,True,False
100000005519347100,,0.0,-1,0.0,,2,1,73100.0,99000.0,0.0005591119636921237,1.3543091655266757,0,True,False
100000005523088100,,0.0,-1,0.0,,1,0,700000.0,0.0,0.001727016136115811,0.0,0,True,False
100000005543136100,,0.0,-1,0.0,,0,1,0.0,10000.0,0.00028684885067513784,,0,True,False
100000005550592100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0,,0,True,False
100000005560900100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0,,0,True,False
100000005568407100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0,,0,True,False
100000005668605100,,0.0,-1,0.0,,3,0,94500.0,0.0,0.0008418642511074619,0.0,0,True,False
100000005744674100,,0.0,-1,0.0,,0,1,0.0,50066.0,0.00028684885067513784,,0,True,False
100000006232815100,,0.0,-1,0.0,,1,5,160000.0,296500.0,0.0005589743134767565,1.853125,0,True,False
100000006249740100,,0.0,-1,0.0,,0,3,0.0,93007.0,0.00028684885067513784,,0,True,False
100000006831291100,,0.0,-1,0.0,,0,1,0.0,15000.0,0.00028684885067513784,,0,True,False
100000006866783100,,0.0,-1,0.0,,13,67,838812.0,3948037.0,0.0008741047179040796,4.706700667133994,0,True,False
100000007018630100,,0.0,-1,0.0,,0,1,0.0,200000.0,0.00028684885067513784,,0,True,False
100000007747786100,,0.0,-1,0.0,,0,31,0.0,4238009.4,0.00028684885067513784,,0,True,False
100000007982728100,,0.0,-1,0.0,,0,8,0.0,1804384.0,0.00028684885067513784,,0,True,False
100000008117324100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0,,0,True,False
100000008205000100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0,,0,True,False
100000008314203100,,0.0,-1,0.0,,2,2,382076.0,327000.0,0.0005050728131960829,0.8558506684533967,0,True,False
100000008418835100,,0.0,-1,0.0,,1,4,1372000.0,186179.0,0.0005309030338467363,0.13569897959183674,0,True,False
100000008513251100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0,,0,True,False
100000008516839100,,0.0,-1,0.0,,3,0,155000.0,0.0,0.0010741596212647674,0.0,0,True,False
100000008522127100,,0.0,-1,0.0,,0,1,0.0,145000.0,0.00028684885067513784,,0,True,False
100000008571433100,,0.0,-1,0.0,,2,2,350000.0,1434000.0,0.0016372326866585763,4.097142857142857,0,True,False
100000008575624100,,0.0,-1,0.0,,0,3,0.0,89500.0,0.00028684885067513784,,0,True,False
100000008601794100,,0.0,-1,0.0,,2,1,494400.0,871400.0,0.0023872850889654295,1.7625404530744337,0,True,False
100000008637537100,,0.0,-1,0.0,,3,3,619890.0,2351495.0,0.000832076082742809,3.793406894771653,0,True,False
100000008650785100,,0.0,-1,0.0,,2,2,92000.0,120120.0,0.0006151829911466887,1.3056521739130436,0,True,False
100000008654653100,,0.0,-1,0.0,,0,1,0.0,54000.0,0.00028684885067513784,,0,True,False
100000008659445100,,0.0,-1,0.0,,3,4,138490.0,875150.0,0.002457648618435237,6.319228825185934,0,True,False
100000008669037100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0,,0,True,False
100000008673001100,,0.0,-1,0.0,,1,0,80000.0,0.0,0.0004710406870310613,0.0,0,True,False
100000008680731100,,0.0,-1,0.0,,0,27,0.0,1464354.0,0.00028684885067513784,,0,True,False
100000008701222100,,0.0,-1,0.0,,0,0,0.0,0.0,0.0,,0,True,False
100000008738325100,,0.0,-1,0.0,,1,1,36550.0,54000.0,0.0005309030338467363,1.4774281805745555,0,True,False
100000003134937100,,0.0,-1,0.0,,1,0,10286.0,0.0,0.0002879597204265748,0.0,1,False,False
100000005074393100,,0.0,-1,0.0,,4,6,563026.0,685500.0,0.00106451347090125,1.2175281425724567,1,False,False
100000001924185100,,0.0,-1,0.0,,2,0,151000.0,0.0,0.00031161113451595403,0.0,1,False,False
100000004070318100,,0.0,-1,0.0,,4,19,207246.55,551860.0,0.0003155185661358385,2.662818753798314,1,False,False
100000005807278100,,0.0,-1,0.0,,1,0,8385.0,0.0,0.0002942664135215915,0.0,1,False,False
100000003377795100,,0.0,-1,0.0,,1,0,7000.0,0.0,0.0002872519595691864,0.0,1,False,False
100000004330371100,,0.0,-1,0.0,,2,2,264171.0,90681.0,0.0012610864292053748,0.3432662934235779,1,False,False
100000008165763100,,0.0,-1,0.0,,15,17,1165815.0,1267858.0,0.0009141720501285504,1.087529324978663,1,False,False
100000001684867100,,0.0,-1,0.0,,1,0,30550.0,0.0,0.0002901481964758766,0.0,1,False,False
100000003900547100,,0.0,-1,0.0,,1,0,23700.0,0.0,0.0002894084086285751,0.0,1,False,False
100000006656003100,,0.0,-1,0.0,,1,1,20000.0,9000.0,0.0002910637433394611,0.45,1,False,False
100000008237827100,,0.0,-1,0.0,,1,0,40001.0,0.0,0.00029489033300800986,0.0,1,False,False
100000003014659100,,0.0,-1,0.0,,1,0,280000.0,0.0,0.00032951873404572026,0.0,1,False,False
100000007939160100,,0.0,-1,0.0,,1,2,795000.0,14300.0,0.0006680900198229332,0.017987421383647798,1,False,False
100000007274584100,,0.0,-1,0.0,,1,0,38000.0,0.0,0.0002944880679109353,0.0,1,False,False
100000001524952100,,0.0,-1,0.0,,1,0,103807.0,0.0,0.00030640694076239356,0.0,1,False,False
100000003131693100,,0.0,-1,0.0,,1,0,353277.0,0.0,0.0003578688440280544,0.0,1,False,False
100000008383405100,,0.0,-1,0.0,,1,0,25000.0,0.0,0.00030739213208688855,0.0,1,False,False
100000008736173100,,0.0,-1,0.0,,1,0,31060.0,0.0,0.00029339457898283194,0.0,1,False,False
100000002861485100,,0.0,-1,0.0,,1,0,29323.0,0.0,0.0002900156826527176,0.0,1,False,False
100000008745474100,,0.0,-1,0.0,,1,0,40559.0,0.0,0.00029539644225375224,0.0,1,False,False
100000008691330100,,0.0,-1,0.0,,1,0,21440.0,0.0,0.00029136721561129244,0.0,1,False,False
100000007639767100,,0.0,-1,0.0,,4,10,90913.0,822244.0,0.00030278321457567097,9.044295095310902,1,False,False
100000002921047100,,0.0,-1,0.0,,2,1,338000.0,163000.02,0.00031846212425336036,0.48224857988165676,1,False,False
100000004783447100,,0.0,-1,0.0,,1,0,26200.0,0.0,0.00029237036006540134,0.0,1,False,False
100000008696919100,,0.0,-1,0.0,,1,0,31945.0,0.0,0.0002935810879832282,0.0,1,False,False
100000008736940100,,0.0,-1,0.0,,3,3,451090.0,182100.0,0.0024481745423749314,0.40368884258130305,1,False,False
100000005940652100,,0.0,-1,0.0,,1,0,8395.0,0.0,0.0002893773976301017,0.0,1,False,False
100000004180097100,,0.0,-1,0.0,,3,3,104854.0,47800.0,0.0008599843237032197,0.4558719743643542,1,False,False
100000005539201100,,0.0,-1,0.0,,1,1,45504.0,25000.0,0.00029176320194573737,0.5494022503516175,1,False,False
100000005620225100,,0.0,-1,0.0,,2,0,49845.66,0.0,0.00029755896877035,0.0,1,False,False
100000004388353100,,0.0,-1,0.0,,2,0,62960.0,0.0,0.00034227174180232346,0.0,1,False,False
100000007442518100,,0.0,-1,0.0,,5,9,510000.0,4419999.0,0.0006515232072674916,8.666664705882352,1,False,False
100000000267734100,,0.0,-1,0.0,,2,7,180000.0,282000.0,0.0005396268570373781,1.5666666666666667,1,False,False
100000001987030100,,0.0,-1,0.0,,2,1,30864.0,19000.0,0.0002951862409947934,0.6156039398652151,1,False,False
100000002603478100,,0.0,-1,0.0,,1,0,23500.0,0.0,0.0002907654400411877,0.0,1,False,False
100000001380054100,,0.0,-1,0.0,,2,3,127050.0,360000.0,0.000719375157774433,2.833530106257379,1,False,False
100000002992171100,,0.0,-1,0.0,,1,0,14627.0,0.0,0.0002899314124251907,0.0,1,False,False
100000002781227100,,0.0,-1,0.0,,2,3,191167.62,212420.0,0.0023373647787345705,1.1111714421092862,1,False,False
100000008745643100,,0.0,-1,0.0,,1,0,20313.0,0.0,0.00029112970640965776,0.0,1,False,False
100000002836736100,,0.0,-1,0.0,,2,0,509000.0,0.0,0.0004537654899640319,0.0,1,False,False
100000004188160100,,0.0,-1,0.0,,2,5,87862.0,133846.0,0.00029815609164499123,1.5233661878855478,1,False,False
100000004841728100,,0.0,-1,0.0,,1,0,52208.0,0.0,0.0002978514064860873,0.0,1,False,False
100000001554432100,,0.0,-1,0.0,,1,0,53920.0,0.0,0.0002976884978686694,0.0,1,False,False
100000008768896100,,0.0,-1,0.0,,1,0,47060.0,0.0,0.0002967664931142905,0.0,1,False,False
100000008232832100,,0.0,-1,0.0,,1,1,337000.0,138000.0,0.0004962754348031012,0.4094955489614243,1,False,False
100000002864256100,,0.0,-1,0.0,,1,0,135780.0,0.0,0.0003141449800508374,0.0,1,False,False
100000001929088100,,0.0,-1,0.0,,2,0,396010.0,0.0,0.0003190036140627866,0.0,1,False,False
100000002794197100,,0.0,-1,0.0,,1,0,30100.0,0.0,0.00028858221891954645,0.0,1,False,False
100000005669845100,,0.0,-1,0.0,,1,0,20000.0,0.0,0.0003189386946552994,0.0,1,False,False
100000002211413100,,0.0,-1,0.0,,1,0,37000.0,0.0,0.0002946464021041359,0.0,1,False,False
100000002784085100,,0.0,-1,0.0,,1,0,200000.0,0.0,0.00030841919266341104,0.0,1,False,False
100000008782421100,,0.0,-1,0.0,,1,0,49680.0,0.0,0.00029731864405331684,0.0,1,False,False
100000003739818100,,0.0,-1,0.0,,1,0,57293.0,0.0,0.00029836657891436273,0.0,1,False,False
100000002214570100,,0.0,-1,0.0,,1,0,26471.0,0.0,0.00029242747186100296,0.0,1,False,False
100000006443391100,,0.0,-1,0.0,,3,2,86775.93,60041.71000000001,0.0024348970700620136,0.6919166409394865,1,False,False
100000005473151100,,0.0,-1,0.0,,3,4,1220000.0,225000.0,0.00047031732601366874,0.18442622950819673,1,False,False
100000005124479100,,0.0,-1,0.0,,2,2,137753.0,22000.0,0.00030458050269059725,0.15970614070110994,1,False,False
100000005527892100,,0.0,-1,0.0,,3,8,220001.0,552419.0,0.00031382479998316135,2.510984040981632,1,False,False
100000008028628100,,0.0,-1,0.0,,1,0,57224.0,0.0,0.00029890850156629963,0.0,1,False,False
100000001953577100,,0.0,-1,0.0,,1,0,15600.0,0.0,0.00029013646695331,0.0,1,False,False
100000008193577100,,0.0,-1,0.0,,2,5,154300.0,480180.0,0.0012553919287856357,3.1119896305897603,1,False,False
100000008753193100,,0.0,-1,0.0,,1,0,35225.0,0.0,0.00029427233038017725,0.0,1,False,False
100000008746025100,,0.0,-1,0.0,,1,0,22000.0,0.0,0.0002914852326058935,0.0,1,False,False
100000002934441100,,0.0,-1,0.0,,2,0,60845.6,0.0,0.00030382983985550484,0.0,1,False,False
100000003701161100,,0.0,-1,0.0,,4,3,1527103.0,349000.0,0.0016606404744765647,0.22853730232996727,1,False,False
100000006707582100,,0.0,-1,0.0,,2,14,39520.0,961138.0,0.0005404098122016989,24.320293522267207,1,False,False
100000003239379100,,0.0,-1,0.0,,1,0,92500.0,0.0,0.00030226521307341917,0.0,1,False,False
100000000979923100,,0.0,-1,0.0,,1,0,97900.0,0.0,0.00030176807061078073,0.0,1,False,False
100000001111763100,,0.0,-1,0.0,,1,0,17144.0,0.0,0.00029046185666699575,0.0,1,False,False
100000003865939100,,0.0,-1,0.0,,1,0,81465.0,0.0,0.0005309030338467363,0.0,1,False,False
100000002858835100,,0.0,-1,0.0,,1,0,24400.0,0.0,0.0002919910197256123,0.0,1,False,False
100000003404627100,,0.0,-1,0.0,,4,0,877700.0,0.0,0.0013842186166753438,0.0,1,False,False
100000008691027100,,0.0,-1,0.0,,1,0,17534.0,0.0,0.00029054404707395005,0.0,1,False,False
100000004071080100,,0.0,-1,0.0,,9,2,238600.0,46500.0,0.0013756642514148804,0.19488683989941324,1,False,False
100000002864680100,,0.0,-1,0.0,,1,0,55932.0,0.0,0.00029617066669309104,0.0,1,False,False
100000001330685100,,0.0,-1,0.0,,3,1,2435923.0,100500.0,0.0004400994663647204,0.04125746175063826,1,False,False
100000008745725100,,0.0,-1,0.0,,1,0,47060.0,0.0,0.0002967664931142905,0.0,1,False,False
100000002621949100,,0.0,-1,0.0,,1,0,164612.0,0.0,0.00031994113561248247,0.0,1,False,False
100000007908818100,,0.0,-1,0.0,,4,6,727475.0,302000.0,0.0004774440730320625,0.4151345407058662,1,False,False
100000008691495100,,0.0,-1,0.0,,1,0,27000.0,0.0,0.00029253895577197427,0.0,1,False,False
100000003832231100,,0.0,-1,0.0,,1,0,35000.0,0.0,0.0002938849718133724,0.0,1,False,False
100000002371751100,,0.0,-1,0.0,,1,1,200000.0,250000.0,0.0005309030338467363,1.25,1,False,False
100000002894076100,,0.0,-1,0.0,,4,0,1122782.0,0.0,0.0003843819319233609,0.0,1,False,False
100000001362940100,,0.0,-1,0.0,,1,0,81000.0,0.0,0.00030313244530933775,0.0,1,False,False
100000008741372100,,0.0,-1,0.0,,1,0,35975.0,0.0,0.00029443038885508933,0.0,1,False,False
100000002618492100,,0.0,-1,0.0,,2,0,296500.0,0.0,0.00037066846997843025,0.0,1,False,False
100000002750332100,,0.0,-1,0.0,,1,0,11360.0,0.0,0.00028807404610007176,0.0,1,False,False
100000004948177100,,0.0,-1,0.0,,3,0,437163.0,0.0,0.0004240124456297769,0.0,1,False,False
100000002511825100,,0.0,-1,0.0,,1,0,65000.0,0.0,0.00029909538371887886,0.0,1,False,False
100000008566737100,,0.0,-1,0.0,,2,0,230000.0,0.0,0.00035100729487815317,0.0,1,False,False
100000008661585100,,0.0,-1,0.0,,1,0,43141.0,0.0,0.00029594058489671636,0.0,1,False,False
100000004759121100,,0.0,-1,0.0,,6,2,710000.0,312000.0,0.0014251342380562687,0.4394366197183099,1,False,False
100000004360785100,,0.0,-1,0.0,,1,0,94705.0,0.0,0.0002970768226574279,0.0,1,False,False
100000005092518100,,0.0,-1,0.0,,1,0,26144.0,0.0,0.00029235855836594126,0.0,1,False,False
100000008737958100,,0.0,-1,0.0,,2,0,53373.0,0.0,0.0003009630124549001,0.0,1,False,False
100000003044518100,,0.0,-1,0.0,,1,0,34423.0,0.0,0.0002888311674551139,0.0,1,False,False
100000004159526100,,0.0,-1,0.0,,4,4,275037.0,68000.0,0.0008567019383121542,0.24723946232688693,1,False,False
100000007544358100,,0.0,-1,0.0,,2,1,322500.0,350000.0,0.00034208926864801845,1.0852713178294573,1,False,False
100000005901606100,,0.0,-1,0.0,,1,0,35660.0,0.0,0.0002943640042956263,0.0,1,False,False
100000006658598100,,0.0,-1,0.0,,1,0,9000.0,0.0,0.0002878208347080887,0.0,1,False,False
100000002793851100,,0.0,-1,0.0,,1,0,11052.0,0.0,0.00028804244706760154,0.0,1,False,False
100000005612411100,,0.0,-1,0.0,,3,8,115500.0,506997.0,0.0003286627982415822,4.389584415584416,1,False,False
100000007511163100,,0.0,-1,0.0,,2,3,63666.0,82052.0,0.0003410988058420589,1.2887883642760658,1,False,False
100000002648315100,,0.0,-1,0.0,,1,2,132000.0,76000.0,0.00029445033267719544,0.5757575757575758,1,False,False
100000004739664100,,0.0,-1,0.0,,1,1,12000.0,10000.0,0.00028937778627373184,0.8333333333333334,1,False,False
100000003713616100,,0.0,-1,0.0,,1,0,15893.0,0.0,0.0002885652664791032,0.0,1,False,False
100000003476560100,,0.0,-1,0.0,,1,0,50000.0,0.0,0.0002969004523011872,0.0,1,False,False
