cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
1,278,1,31237334.239999998,100000000437046100;100000002398779100;100000006866783100;100000004400305100;100000008477350100,"Гипотеза: связанные сбор и распределение; структурные кандидаты на координацию; coordinator=5, distributor=6, consolidator=14, terminal=11, peripheral=242; seed=1; d4=63. Не доказательство общей деятельности."
2,270,1,10178044.000000000,100000002578405100;100000002527114100;100000001697501100;100000001166289100;100000002733905100,"Гипотеза: веерное распределение средств; distributor=3, terminal=1, peripheral=266; seed=1; d4=4. Не доказательство общей деятельности."
3,138,3,18838290.000000000,100000003684369100;100000008165763100;100000008304139100;100000008748914100;100000001072022100,"Гипотеза: связанные сбор и распределение; структурные кандидаты на координацию; coordinator=2, distributor=5, transit=1, consolidator=2, peripheral=128; seed=3; d4=6. Не доказательство общей деятельности."
4,133,0,17433528.000000000,100000008603629100;100000001857829100;100000003880331100;100000006977207100;100000000661912100,"Гипотеза: связанные сбор и распределение; структурные кандидаты на координацию; coordinator=2, distributor=2, transit=1, terminal=4, peripheral=124; seed=0; d4=49. Не доказательство общей деятельности."
5,127,7,18414962.280000001,100000003016635100;100000001530983100;100000008144528100;100000004150593100;100000006518161100,"Гипотеза: связанные сбор и распределение; структурные кандидаты на координацию; coordinator=1, distributor=2, transit=3, consolidator=4, terminal=14, peripheral=103; seed=7; d4=6. Не доказательство общей деятельности."
6,126,0,24907250.329999998,100000000331309100;100000003741418100;100000006889963100;100000008560717100;100000000332284100,"Гипотеза: связанные сбор и распределение; структурные кандидаты на координацию; coordinator=1, distributor=1, consolidator=5, terminal=4, peripheral=115; seed=0; d4=35. Не доказательство общей деятельности."
7,106,4,16242879.020000000,100000004015047100;100000005782781100;100000007747786100;100000002894076100;100000005514161100,"Гипотеза: связанные сбор и распределение; структурные кандидаты на координацию; coordinator=1, distributor=2, consolidator=3, terminal=4, peripheral=96; seed=4; d4=2. Не доказательство общей деятельности."
8,106,0,6254194.670000000,100000005704413100;100000005578559100;100000008460102100;100000007998965100;100000006707582100,"Гипотеза: веерное распределение средств; distributor=4, consolidator=1, terminal=1, peripheral=100; seed=0; d4=56. Не доказательство общей деятельности."
9,104,1,21747439.590000000,100000008710791100;100000008489922100;100000008547948100;100000002718366100;100000008517538100,"Гипотеза: веерное распределение средств; distributor=5, transit=1, consolidator=2, terminal=1, peripheral=95; seed=1; d4=36. Не доказательство общей деятельности."
10,56,3,13397542.000000000,100000008547844100;100000008465789100;100000008466579100;100000002547110100;100000003404627100,"Гипотеза: веерное распределение средств; distributor=3, transit=1, consolidator=3, peripheral=49; seed=3; d4=13. Не доказательство общей деятельности."
11,53,1,2993313.000000000,100000008680731100;100000003265158100;100000002679516100;100000004692798100;100000001899164100,"Гипотеза: веерное распределение средств; distributor=1, transit=1, terminal=2, peripheral=49; seed=1; d4=8. Не доказательство общей деятельности."
12,53,1,5947339.000000000,100000000343175100;100000003115284100;100000008730846100;100000003635170100;100000002941114100,"Гипотеза: связанные сбор и распределение; структурные кандидаты на координацию; coordinator=1, transit=1, consolidator=2, peripheral=49; seed=1; d4=7. Не доказательство общей деятельности."
13,52,5,4171441.000000000,100000008346837100;100000005074393100;100000008733194100;100000006424479100;100000001236706100,"Гипотеза: связанные сбор и распределение; структурные кандидаты на координацию; coordinator=1, peripheral=51; seed=5; d4=13. Не доказательство общей деятельности."
14,51,0,13990812.000000000,100000005242320100;100000001282143100;100000001584286100;100000008512827100;100000002753146100,"Гипотеза: веерное распределение средств; distributor=1, consolidator=1, terminal=3, peripheral=46; seed=0; d4=11. Не доказательство общей деятельности."
15,44,0,10215968.840000000,100000005933757100;100000002605308100;100000001937767100;100000002633108100;100000002963189100,"Гипотеза: веерное распределение средств; distributor=1, consolidator=1, terminal=1, peripheral=41; seed=0; d4=7. Не доказательство общей деятельности."
16,41,1,4209955.280000000,100000004156082100;100000004820260100;100000005339662100;100000003159641100;100000008625905100,"Гипотеза: веерное распределение средств; distributor=1, transit=1, peripheral=39; seed=1; d4=3. Не доказательство общей деятельности."
17,41,0,5151924.189999999,100000003242289100;100000008413748100;100000006225798100;100000008512552100;100000003178549100,"Гипотеза: веерное распределение средств; distributor=2, terminal=1, peripheral=38; seed=0; d4=9. Не доказательство общей деятельности."
18,30,0,8045494.000000000,100000001303311100;100000001714173100;100000008743913100;100000008710843100;100000008758168100,"Гипотеза: сбор средств от нескольких плательщиков; consolidator=1, terminal=1, peripheral=28; seed=0; d4=3. Не доказательство общей деятельности."
19,30,1,6513430.000000000,100000007594394100;100000006274203100;100000003854444100;100000008546855100;100000001049200100,"Гипотеза: сбор средств от нескольких плательщиков; consolidator=1, peripheral=29; seed=1; d4=5. Не доказательство общей деятельности."
20,26,14,2289450.000000000,100000005382566100;100000004041163100;100000004403675100;100000008254069100;100000005668605100,"Гипотеза: сбор средств от нескольких плательщиков; consolidator=1, peripheral=25; seed=14; d4=2. Не доказательство общей деятельности."
