rank,gid,role,priority_score,why
1,100000003684369100,coordinator,0.800000000,"Гип. coordinator; d=0; контр. в/из=24/62; KZT в/из=3848436/8588655; tx=58/67; seed-пути=6; seed: вход неполон; баланс неизвестен Приоритет=(0.300000000 сумма + 0.200000000 контрагенты + 0.150000000 транзакции + 0.150000000 seed-пути + 0.200000000 роль) × 0.800000=0.800000000; seed-пути≤4=6, поддержка роли=0.600000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
2,100000000331309100,coordinator,0.776000000,"Гип. coordinator; d=2; контр. в/из=5/99; KZT в/из=984635/23001375; tx=8/126; seed-пути=4; выход>1.2 входа: пропуски/начальный остаток Приоритет=(0.300000000 сумма + 0.200000000 контрагенты + 0.150000000 транзакции + 0.120000000 seed-пути + 0.200000000 роль) × 0.800000=0.776000000; seed-пути≤4=4, поддержка роли=0.600000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
3,100000008603629100,coordinator,0.775956860,"Гип. coordinator; d=2; контр. в/из=19/61; KZT в/из=1817300/4986156; tx=45/74; seed-пути=4; выход>1.2 входа: пропуски/начальный остаток Приоритет=(0.299946075 сумма + 0.200000000 контрагенты + 0.150000000 транзакции + 0.120000000 seed-пути + 0.200000000 роль) × 0.800000=0.775956860; seed-пути≤4=4, поддержка роли=0.600000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
4,100000000437046100,coordinator,0.767189064,"Гип. coordinator; d=2; контр. в/из=9/42; KZT в/из=1107200/7606224; tx=20/73; seed-пути=4; выход>1.2 входа: пропуски/начальный остаток Приоритет=(0.300000000 сумма + 0.191320799 контрагенты + 0.147665530 транзакции + 0.120000000 seed-пути + 0.200000000 роль) × 0.800000=0.767189064; seed-пути≤4=4, поддержка роли=0.600000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
5,100000002398779100,consolidator,0.753623142,"Гип. consolidator; d=2; контр. в/из=13/1; KZT в/из=1095690/66000; tx=28/3; seed-вход=0; баланс неизвестен Приоритет=(0.270475372 сумма + 0.134240812 контрагенты + 0.112642862 транзакции + 0.150000000 seed-пути + 0.170000000 роль) × 0.900000=0.753623142; seed-пути≤4=5, поддержка роли=0.800000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
6,100000003016635100,coordinator,0.752000000,"Гип. coordinator; d=0; контр. в/из=8/73; KZT в/из=586981/9414081; tx=36/151; seed-пути=3; seed: вход неполон; баланс неизвестен Приоритет=(0.300000000 сумма + 0.200000000 контрагенты + 0.150000000 транзакции + 0.090000000 seed-пути + 0.200000000 роль) × 0.800000=0.752000000; seed-пути≤4=3, поддержка роли=0.600000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
7,100000006866783100,coordinator,0.748324614,"Гип. coordinator; d=0; контр. в/из=13/67; KZT в/из=838812/3948037; tx=31/90; seed-пути=3; seed: вход неполон; баланс неизвестен Приоритет=(0.295405767 сумма + 0.200000000 контрагенты + 0.150000000 транзакции + 0.090000000 seed-пути + 0.200000000 роль) × 0.800000=0.748324614; seed-пути≤4=3, поддержка роли=0.600000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
8,100000008165763100,coordinator,0.736998455,"Гип. coordinator; d=1; контр. в/из=15/17; KZT в/из=1165815/1267858; tx=26/17; seed-пути=6; структура не доказывает управление Приоритет=(0.273313847 сумма + 0.147024412 контрагенты + 0.122993201 транзакции + 0.150000000 seed-пути + 0.200000000 роль) × 0.825000=0.736998455; seed-пути≤4=6, поддержка роли=0.650000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
9,100000000343175100,coordinator,0.734218349,"Гип. coordinator; d=0; контр. в/из=8/31; KZT в/из=178712/4000039; tx=14/33; seed-пути=4; seed: вход неполон; баланс неизвестен Приоритет=(0.295660269 сумма + 0.176291434 контрагенты + 0.125821233 транзакции + 0.120000000 seed-пути + 0.200000000 роль) × 0.800000=0.734218349; seed-пути≤4=4, поддержка роли=0.600000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
10,100000004400305100,coordinator,0.728000000,"Гип. coordinator; d=2; контр. в/из=7/82; KZT в/из=222800/5830181; tx=9/101; seed-пути=2; выход>1.2 входа: пропуски/начальный остаток Приоритет=(0.300000000 сумма + 0.200000000 контрагенты + 0.150000000 транзакции + 0.060000000 seed-пути + 0.200000000 роль) × 0.800000=0.728000000; seed-пути≤4=2, поддержка роли=0.600000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
11,100000008346837100,coordinator,0.726379193,"Гип. coordinator; d=2; контр. в/из=9/25; KZT в/из=254359/1258643; tx=12/26; seed-пути=6; выход>1.2 входа: пропуски/начальный остаток Приоритет=(0.273171972 сумма + 0.165729452 контрагенты + 0.119072567 транзакции + 0.150000000 seed-пути + 0.200000000 роль) × 0.800000=0.726379193; seed-пути≤4=6, поддержка роли=0.600000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
12,100000008477350100,coordinator,0.722019646,"Гип. coordinator; d=2; контр. в/из=11/39; KZT в/из=610100/3374866; tx=14/44; seed-пути=3; выход>1.2 входа: пропуски/начальный остаток Приоритет=(0.292354940 сумма + 0.187642068 контрагенты + 0.132527550 транзакции + 0.090000000 seed-пути + 0.200000000 роль) × 0.800000=0.722019646; seed-пути≤4=3, поддержка роли=0.600000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
13,100000004015047100,consolidator,0.716918226,"Гип. consolidator; d=1; контр. в/из=9/1; KZT в/из=919104/69195; tx=18/7; seed-вход=3; баланс неизвестен Приоритет=(0.267057401 сумма + 0.117125494 контрагенты + 0.105894197 транзакции + 0.150000000 seed-пути + 0.170000000 роль) × 0.885000=0.716918226; seed-пути≤4=8, поддержка роли=0.770000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
14,100000008710791100,distributor,0.704881040,"Гип. distributor; d=2; контр. в/из=3/23; KZT в/из=181510/5521511; tx=3/25; дней выхода=9; выход>1.2 входа: пропуски/начальный остаток Приоритет=(0.300000000 сумма + 0.161657923 контрагенты + 0.109443377 транзакции + 0.150000000 seed-пути + 0.160000000 роль) × 0.800000=0.704881040; seed-пути≤4=5, поддержка роли=0.600000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
15,100000003115284100,consolidator,0.704099581,"Гип. consolidator; d=1; контр. в/из=8/2; KZT в/из=2160500/517000; tx=15/4; seed-вход=2; баланс неизвестен Приоритет=(0.283680374 сумма + 0.111766125 контрагенты + 0.097366870 транзакции + 0.150000000 seed-пути + 0.170000000 роль) × 0.866250=0.704099581; seed-пути≤4=9, поддержка роли=0.732500. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
16,100000002957787100,distributor,0.688625458,"Гип. distributor; d=2; контр. в/из=4/34; KZT в/из=84956/1276153.96; tx=7/41; дней выхода=8; выход>1.2 входа: пропуски/начальный остаток Приоритет=(0.273440693 сумма + 0.180849732 контрагенты + 0.126491398 транзакции + 0.120000000 seed-пути + 0.160000000 роль) × 0.800000=0.688625458; seed-пути≤4=4, поддержка роли=0.600000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
17,100000008489922100,distributor,0.682739258,"Гип. distributor; d=3; контр. в/из=3/36; KZT в/из=262010/3789900; tx=5/41; дней выхода=13; выход>1.2 входа: пропуски/начальный остаток Приоритет=(0.294610714 сумма + 0.183676401 контрагенты + 0.125136958 транзакции + 0.090000000 seed-пути + 0.160000000 роль) × 0.800000=0.682739258; seed-пути≤4=3, поддержка роли=0.600000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
18,100000004156082100,distributor,0.680058153,"Гип. distributor; d=1; контр. в/из=5/26; KZT в/из=377366.11/2319556; tx=7/29; дней выхода=7; выход>1.2 входа: пропуски/начальный остаток Приоритет=(0.285061956 сумма + 0.167649188 контрагенты + 0.117361548 транзакции + 0.120000000 seed-пути + 0.160000000 роль) × 0.800000=0.680058153; seed-пути≤4=4, поддержка роли=0.600000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
19,100000005910114100,distributor,0.673318806,"Гип. distributor; d=3; контр. в/из=3/19; KZT в/из=326144/1469993; tx=3/56; дней выхода=19; выход>1.2 входа: пропуски/начальный остаток Приоритет=(0.276190913 сумма + 0.152383781 контрагенты + 0.133073813 транзакции + 0.120000000 seed-пути + 0.160000000 роль) × 0.800000=0.673318806; seed-пути≤4=4, поддержка роли=0.600000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
20,100000008547948100,distributor,0.669377404,"Гип. distributor; d=2; контр. в/из=6/26; KZT в/из=212665/5185600; tx=7/31; дней выхода=12; выход>1.2 входа: пропуски/начальный остаток Приоритет=(0.300000000 сумма + 0.167649188 контрагенты + 0.119072567 транзакции + 0.090000000 seed-пути + 0.160000000 роль) × 0.800000=0.669377404; seed-пути≤4=3, поддержка роли=0.600000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
21,100000002578405100,distributor,0.664604006,"Гип. distributor; d=2; контр. в/из=2/116; KZT в/из=1200351/3108352; tx=7/120; дней выхода=22; выход>1.2 входа: пропуски/начальный остаток Приоритет=(0.290755008 сумма + 0.200000000 контрагенты + 0.150000000 транзакции + 0.030000000 seed-пути + 0.160000000 роль) × 0.800000=0.664604006; seed-пути≤4=1, поддержка роли=0.600000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
22,100000007055802100,consolidator,0.663709421,"Гип. consolidator; d=1; контр. в/из=6/1; KZT в/из=2024999/605000; tx=34/7; seed-вход=1; баланс неизвестен Приоритет=(0.282420653 сумма + 0.098982525 контрагенты + 0.121481214 транзакции + 0.090000000 seed-пути + 0.170000000 роль) × 0.870000=0.663709421; seed-пути≤4=3, поддержка роли=0.740000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
23,100000001857829100,coordinator,0.660530429,"Гип. coordinator; d=2; контр. в/из=6/16; KZT в/из=888535/2390993; tx=9/16; seed-пути=3; выход>1.2 входа: пропуски/начальный остаток Приоритет=(0.285651902 сумма + 0.144116937 контрагенты + 0.105894197 транзакции + 0.090000000 seed-пути + 0.200000000 роль) × 0.800000=0.660530429; seed-пути≤4=3, поддержка роли=0.600000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
24,100000004299488100,consolidator,0.657646016,"Гип. consolidator; d=1; контр. в/из=6/2; KZT в/из=1749000/344999; tx=22/14; seed-вход=1; баланс неизвестен Приоритет=(0.279570888 сумма + 0.098982525 контрагенты + 0.117361548 транзакции + 0.090000000 seed-пути + 0.170000000 роль) × 0.870000=0.657646016; seed-пути≤4=3, поддержка роли=0.740000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
25,100000007442518100,coordinator,0.656523081,"Гип. coordinator; d=1; контр. в/из=5/9; KZT в/из=510000/4419999; tx=8/12; seed-пути=4; выход>1.2 входа: пропуски/начальный остаток Приоритет=(0.297601968 сумма + 0.117125494 контрагенты + 0.098952641 транзакции + 0.120000000 seed-пути + 0.200000000 роль) × 0.787500=0.656523081; seed-пути≤4=4, поддержка роли=0.575000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
26,100000005933757100,distributor,0.655978866,"Гип. distributor; d=2; контр. в/из=4/34; KZT в/из=1246000/3002628; tx=6/46; дней выхода=14; выход>1.2 входа: пропуски/начальный остаток Приоритет=(0.290081979 сумма + 0.180849732 контрагенты + 0.129041871 транзакции + 0.060000000 seed-пути + 0.160000000 роль) × 0.800000=0.655978866; seed-пути≤4=2, поддержка роли=0.600000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
27,100000001530983100,distributor,0.653848586,"Гип. distributor; d=1; контр. в/из=4/11; KZT в/из=564158/1829538; tx=4/17; дней выхода=10; выход>1.2 входа: пропуски/начальный остаток Приоритет=(0.280446468 сумма + 0.126399636 контрагенты + 0.100464628 транзакции + 0.150000000 seed-пути + 0.160000000 роль) × 0.800000=0.653848586; seed-пути≤4=5, поддержка роли=0.600000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
28,100000002718366100,consolidator,0.652372876,"Гип. consolidator; d=2; контр. в/из=6/0; KZT в/из=2525000/0; tx=10/0; seed-вход=0; баланс неизвестен Приоритет=(0.286712501 сумма + 0.098982525 контрагенты + 0.077936056 транзакции + 0.150000000 seed-пути + 0.170000000 роль) × 0.832500=0.652372876; seed-пути≤4=5, поддержка роли=0.665000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
29,100000003242289100,distributor,0.650205723,"Гип. distributor; d=2; контр. в/из=3/23; KZT в/из=550791/2377741; tx=8/26; дней выхода=14; выход>1.2 входа: пропуски/начальный остаток Приоритет=(0.285543806 сумма + 0.161657923 контрагенты + 0.115555424 транзакции + 0.090000000 seed-пути + 0.160000000 роль) × 0.800000=0.650205723; seed-пути≤4=3, поддержка роли=0.600000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
30,100000007594394100,consolidator,0.645186203,"Гип. consolidator; d=2; контр. в/из=6/1; KZT в/из=395385/3376312; tx=6/40; seed-вход=0; выход>1.2 входа: пропуски/начальный остаток Приоритет=(0.292363271 сумма + 0.098982525 контрагенты + 0.125136958 транзакции + 0.120000000 seed-пути + 0.170000000 роль) × 0.800000=0.645186203; seed-пути≤4=4, поддержка роли=0.600000. Порядок: priority_score↓, при равенстве gid↑. Гипотеза для проверки."
